gene	siADNP1	siADNP2	siADNP3	SCR1	SCR2	SCR3
C22orf23	2	8	1	6	5	9
C22orf24	1	0	0	0	0	2
C22orf25	122	169	142	207	198	144
C22orf26	5	8	5	14	11	12
C22orf28	443	476	423	533	592	509
C22orf29	158	173	171	222	202	189
C22orf31	0	0	0	0	0	0
C22orf32	73	85	87	105	97	90
C22orf34	44	49	38	46	41	50
C22orf39	130	117	97	102	125	111
C22orf40	77	83	79	89	124	96
C22orf42	0	0	0	0	0	0
C22orf43	15	10	10	7	2	11
C22orf45	0	0	0	0	0	0
C22orf46	168	176	140	193	162	158
C2CD2	303	413	285	462	464	412
C2CD2L	89	109	105	134	125	86
C2CD3	552	602	508	639	746	555
C2CD4A	3	0	5	0	1	0
C2CD4B	0	0	0	0	0	0
C2CD4C	30	25	19	14	20	13
C2CD4D	0	0	0	0	0	0
C2orf15	6	6	4	9	9	14
C2orf16	0	0	0	0	0	0
C2orf18	380	441	370	355	492	354
C2orf27A	11	14	18	15	9	8
C2orf27B	0	0	0	0	0	0
C2orf28	151	193	203	183	241	189
C2orf29	292	388	313	364	449	342
C2orf40	0	0	0	0	0	0
C2orf42	126	141	109	140	164	144
C2orf43	310	380	321	336	410	321
C2orf44	405	433	355	516	569	458
C2orf47	241	235	219	299	319	246
C2orf48	6	12	2	5	12	6
C2orf49	113	125	115	98	131	113
C2orf50	1	3	1	2	2	2
C2orf51	1	2	0	0	0	0
C2orf53	0	0	0	0	0	0
C2orf54	1	1	0	2	1	0
C2orf55	3	2	2	4	2	6
C2orf56	72	140	97	93	127	122
C2orf57	0	0	0	0	0	0
C2orf61	9	7	8	5	4	5
C2orf62	0	2	1	1	1	1
C2orf63	33	30	25	43	49	51
C2orf65	408	451	386	487	509	417
C2orf66	2	4	3	3	5	3
C2orf68	106	126	111	125	155	130
C2orf69	520	581	494	738	789	670
C2orf70	24	25	19	23	16	20
C2orf71	0	0	0	0	0	0
C2orf72	37	30	29	23	28	24
C2orf73	2	0	0	3	1	3
C2orf74	1	2	0	0	0	1
C2orf76	208	251	234	290	335	208
C2orf77	33	18	20	38	46	30
C2orf78	7	6	4	10	12	8
C2orf80	0	0	1	0	0	0
C2orf81	5	12	9	8	5	12
C2orf82	5	4	2	2	3	1
C2orf83	0	1	0	0	0	0
C2orf84	0	0	1	0	0	0
C2orf88	48	51	32	61	77	40
C2orf89	36	39	53	22	40	39
C2orf91	0	1	0	0	0	0
C3	7	8	4	2	3	1
C3AR1	0	0	0	0	0	0
C3P1	0	1	0	0	1	0
C3orf14	1	0	0	0	0	0
C3orf15	15	7	9	5	7	2
C3orf17	393	501	392	482	542	470
C3orf18	41	45	35	40	44	34
C3orf19	230	263	189	255	323	203
C3orf20	4	4	2	4	5	1
C3orf22	0	0	0	0	0	0
C3orf23	103	133	91	175	191	152
C3orf24	0	0	0	0	0	0
C3orf25	2	2	3	2	5	3
C3orf26	514	552	441	550	650	473
C3orf27	0	0	0	0	0	0
C3orf30	0	0	0	0	0	0
C3orf32	4	5	2	1	2	0
C3orf33	59	86	60	96	83	91
C3orf35	30	39	21	22	42	35
C3orf36	0	0	0	1	0	0
C3orf37	410	409	395	434	516	485
C3orf38	347	336	305	452	449	364
C3orf39	138	139	163	145	204	144
C3orf43	0	0	0	0	0	0
C3orf45	1	1	0	0	0	0
C3orf49	0	0	0	0	0	0
C3orf51	0	0	0	0	0	0
C3orf52	168	162	115	152	157	135
C3orf55	19	14	17	18	12	9
C3orf58	235	270	190	270	289	275
C3orf62	59	59	54	77	65	56
C3orf64	233	268	228	349	358	293
C3orf65	0	0	0	0	0	0
C3orf67	40	63	60	57	56	67
C3orf70	0	0	0	1	0	0
C3orf71	3	0	5	4	7	4
C3orf72	5	11	3	5	7	4
C3orf74	1	3	0	3	1	1
C3orf75	108	117	101	111	129	115
C3orf77	0	1	0	1	0	1
C3orf78	46	38	32	53	52	38
C3orf79	0	0	0	0	0	0
C3orf80	17	14	13	16	18	16
C4A	0	0	0	0	0	0
C4B	0	0	0	0	0	0
C4BPA	1	0	0	1	0	0
C4BPB	0	0	0	0	0	1
C4orf17	0	0	0	0	0	0
C4orf19	0	0	0	0	0	0
C4orf21	362	411	356	545	697	473
C4orf22	0	0	0	0	0	0
C4orf26	0	0	0	1	0	0
C4orf27	161	233	181	205	244	209
C4orf29	129	119	88	152	154	136
C4orf3	109	140	100	170	180	131
C4orf32	160	204	184	203	265	174
C4orf33	63	60	59	91	101	65
C4orf34	28	45	49	72	76	53
C4orf36	5	10	7	7	15	7
C4orf37	5	3	7	7	4	4
C4orf38	12	6	12	9	22	10
C4orf39	0	0	0	0	0	0
C4orf40	0	0	0	0	0	0
C4orf42	130	151	131	164	219	146
C4orf43	407	443	335	389	522	374
C4orf44	4	8	1	4	2	5
C4orf45	0	0	0	0	0	0
C4orf46	366	490	353	419	510	357
C4orf47	11	7	8	9	18	3
C4orf48	47	73	46	59	65	60
C4orf49	2	1	1	1	0	0
C4orf51	0	0	0	0	1	0
C4orf52	192	192	167	183	224	201
C4orf6	0	0	0	0	0	0
C5	2	3	8	4	3	1
C5AR1	17	10	9	13	13	12
C5orf15	436	511	473	514	641	484
C5orf20	0	0	0	0	0	0
C5orf22	306	421	313	462	540	432
C5orf24	662	793	674	972	1139	909
C5orf25	131	166	156	120	163	120
C5orf27	3	1	4	3	0	2
C5orf28	70	85	88	72	94	64
C5orf30	165	187	143	194	201	186
C5orf34	102	109	114	101	138	101
C5orf38	0	0	0	0	0	0
C5orf39	7	14	7	14	11	15
C5orf4	1	0	0	0	0	1
C5orf41	102	130	100	128	185	107
C5orf42	258	260	209	263	322	268
C5orf43	619	639	536	711	813	642
C5orf44	211	233	197	255	291	223
C5orf45	203	178	179	197	215	102
C5orf46	0	0	0	0	0	0
C5orf47	0	0	1	0	0	0
C5orf48	0	0	0	0	0	0
C5orf49	0	0	0	0	0	0
C5orf51	544	763	624	878	969	772
C5orf52	0	0	0	0	0	0
C5orf54	95	96	82	89	113	82
C5orf55	17	16	16	17	35	21
C5orf56	3	2	5	3	6	6
C5orf58	0	0	0	0	0	0
C5orf60	0	0	0	0	0	1
C5orf62	224	311	245	227	284	227
C5orf63	45	53	40	61	78	55
C5orf64	0	0	0	0	1	0
C5orf65	9	5	14	4	13	13
C6	0	0	0	0	0	0
C6orf1	36	28	40	36	65	46
C6orf10	1	0	0	0	2	0
C6orf106	643	729	562	819	851	711
C6orf108	199	234	214	236	263	219
C6orf115	398	378	342	422	506	382
C6orf118	0	0	0	0	0	1
C6orf120	341	442	383	576	771	529
C6orf123	0	0	0	0	0	0
C6orf130	174	198	192	240	248	212
C6orf132	177	184	168	184	239	160
C6orf136	83	84	81	106	129	98
C6orf141	68	61	65	96	98	65
C6orf147	15	30	21	18	21	19
C6orf15	0	0	0	0	0	0
C6orf162	83	88	62	87	91	109
C6orf163	17	15	14	6	12	5
C6orf164	1	1	0	0	3	0
C6orf165	8	9	5	8	8	6
C6orf170	253	263	226	244	328	235
C6orf174	12	14	10	4	3	5
C6orf192	116	167	143	148	180	181
C6orf195	3	7	0	7	6	8
C6orf201	0	0	0	1	0	0
C6orf203	49	77	46	92	79	62
C6orf211	526	588	470	655	721	644
C6orf221	0	0	0	0	0	0
C6orf222	0	0	0	1	0	0
C6orf223	66	67	70	42	52	34
C6orf225	33	37	37	59	60	51
C6orf226	12	10	11	11	12	9
C6orf228	234	292	254	257	337	229
C6orf25	4	2	1	5	6	5
C6orf47	108	109	88	141	132	105
C6orf48	377	462	421	538	611	532
C6orf52	25	25	15	19	38	20
C6orf57	16	24	17	28	39	28
C6orf58	3	5	0	1	5	3
C6orf62	583	707	562	844	856	753
C6orf7	0	0	0	0	0	0
C6orf70	116	185	110	140	190	115
C6orf72	143	160	125	123	164	103
C6orf89	724	884	721	1002	1136	894
C6orf97	3	3	0	0	2	0
C6orf99	31	38	30	36	33	23
C7	0	0	0	0	1	0
C7orf10	37	44	44	39	42	30
C7orf11	394	381	379	486	542	452
C7orf13	5	5	4	4	4	7
C7orf23	75	83	55	80	79	79
C7orf25	83	111	86	140	159	145
C7orf26	49	83	58	82	83	74
C7orf29	17	13	13	10	18	11
C7orf31	17	23	10	12	20	19
C7orf33	0	0	0	0	0	0
C7orf34	0	0	0	0	0	0
C7orf41	58	66	52	74	51	61
C7orf42	845	876	779	976	1134	877
C7orf43	70	79	58	69	72	58
C7orf44	324	380	310	366	447	419
C7orf45	1	1	0	0	0	0
C7orf46	0	0	1	0	0	0
C7orf49	250	287	266	288	347	267
C7orf50	242	201	220	259	282	206
C7orf53	12	16	8	16	21	24
C7orf55	1	1	0	4	3	3
C7orf57	2	0	0	0	1	0
C7orf58	22	15	11	10	8	16
C7orf59	502	428	450	407	509	325
C7orf60	148	174	143	187	226	173
C7orf61	0	1	1	2	0	1
C7orf62	0	0	0	0	0	0
C7orf63	14	29	23	27	31	21
C7orf65	0	0	0	0	0	0
C7orf66	0	0	0	0	0	0
C7orf69	0	0	0	0	0	0
C7orf70	218	213	233	239	275	247
C7orf71	0	0	0	0	0	0
C7orf72	0	0	0	0	0	0
C7orf73	358	415	430	523	540	437
C8A	0	0	0	0	0	0
C8B	0	0	0	0	0	0
C8G	12	7	5	2	2	1
C8ORFK29	17	21	8	8	12	7
C8orf12	0	0	0	0	0	0
C8orf22	0	0	0	0	0	0
C8orf31	0	0	0	0	0	0
C8orf33	370	482	442	452	527	429
C8orf34	0	2	0	0	4	0
C8orf37	226	277	243	277	287	230
C8orf38	131	125	114	171	163	147
C8orf39	1	0	0	2	1	0
C8orf4	0	0	0	0	0	0
C8orf40	52	51	42	62	75	64
C8orf42	1	0	0	0	0	0
C8orf44	9	3	12	8	9	7
C8orf44-SGK3	0	0	0	0	0	1
C8orf45	2	2	1	6	6	7
C8orf46	1	4	2	1	3	5
C8orf47	258	243	231	228	249	195
C8orf48	0	0	0	0	0	0
C8orf51	9	8	6	13	7	7
C8orf55	112	146	134	157	191	185
C8orf56	0	0	0	1	0	1
C8orf58	29	39	41	41	50	54
C8orf59	421	452	465	570	593	524
C8orf69	0	0	0	0	0	0
C8orf71	0	0	0	0	0	0
C8orf73	151	197	142	167	177	178
C8orf74	0	0	0	0	0	0
C8orf75	0	0	0	2	0	0
C8orf76	129	139	100	137	146	131
C8orf77	11	15	6	12	21	12
C8orf80	0	2	0	1	2	0
C8orf82	67	58	47	62	70	58
C8orf83	120	140	103	143	166	125
C8orf84	0	0	0	0	1	0
C8orf85	0	2	0	0	0	1
C8orf86	0	0	0	0	0	0
C8orf87	0	0	0	0	0	0
C9	0	0	0	0	1	0
C9orf100	210	200	212	211	247	166
C9orf102	227	284	202	272	326	271
C9orf103	18	19	21	26	34	30
C9orf106	0	0	0	0	0	0
C9orf11	0	0	1	0	0	0
C9orf114	559	543	430	470	567	443
C9orf116	170	171	134	152	197	142
C9orf117	0	0	1	0	0	0
C9orf123	226	233	233	278	303	259
C9orf125	269	275	200	274	288	272
C9orf128	0	0	0	1	0	0
C9orf129	0	0	0	1	0	0
C9orf131	0	0	0	0	0	0
C9orf135	3	1	0	0	3	5
C9orf139	1	0	0	0	0	1
C9orf142	278	298	232	246	308	250
C9orf146	0	0	0	0	0	0
C9orf152	0	0	3	0	1	0
C9orf153	1	1	0	0	0	1
C9orf156	64	79	72	77	93	80
C9orf16	148	126	100	88	114	132
C9orf163	0	1	5	3	1	1
C9orf167	181	228	174	191	233	193
C9orf169	14	7	12	14	22	10
C9orf170	0	0	0	0	1	0
C9orf171	11	7	5	3	6	9
C9orf172	7	10	3	10	10	16
C9orf173	0	0	0	0	0	0
C9orf174	1	0	0	0	0	0
C9orf21	70	76	67	74	84	78
C9orf23	128	114	107	140	149	140
C9orf24	2	2	0	2	0	1
C9orf25	79	100	100	77	98	59
C9orf29	0	0	0	0	0	0
C9orf3	108	81	63	113	131	99
C9orf30	81	94	90	127	100	104
C9orf30-TMEFF1	0	0	0	0	0	0
C9orf37	36	48	40	38	45	37
C9orf4	0	0	0	1	0	0
C9orf40	64	72	86	78	95	81
C9orf41	496	489	411	540	677	561
C9orf43	11	13	8	10	10	14
C9orf46	129	152	137	193	248	163
C9orf47	0	0	0	1	0	0
C9orf5	625	872	643	710	776	698
C9orf50	0	0	0	0	0	0
C9orf53	0	0	0	0	0	0
C9orf57	0	0	0	0	0	0
C9orf64	0	0	0	1	0	0
C9orf66	0	0	0	2	1	0
C9orf68	12	14	10	11	15	9
C9orf69	149	177	162	169	217	172
C9orf7	7	13	4	17	13	12
C9orf71	0	0	0	0	0	0
C9orf72	93	120	92	106	139	114
C9orf78	816	807	665	876	947	728
C9orf79	0	0	0	2	0	0
C9orf80	236	273	221	294	307	222
C9orf82	102	172	147	169	239	146
C9orf84	9	14	12	14	18	22
C9orf85	97	116	105	136	149	125
C9orf86	462	626	485	517	553	470
C9orf89	171	189	166	183	219	153
C9orf9	14	21	12	26	32	32
C9orf91	144	193	122	144	175	148
C9orf93	42	46	40	81	82	75
C9orf95	23	14	21	46	38	37
C9orf96	2	1	0	1	2	3
CA1	4	1	1	5	2	3
CA10	1	1	0	0	1	0
CA11	110	66	95	57	112	61
CA12	43	44	34	22	21	12
CA13	128	142	119	134	193	133
CA14	0	1	1	1	3	2
CA2	214	260	233	199	225	227
CA3	2	4	2	4	1	5
CA4	1	0	0	0	0	0
CA5A	0	0	0	0	0	0
CA5B	13	18	10	17	21	17
CA5BP1	53	72	43	75	78	48
CA6	0	0	0	0	0	0
CA7	0	0	0	0	0	0
CA8	2	17	11	9	10	9
CA9	1	2	0	1	2	1
CAB39	1069	1332	1012	1370	1506	1208
CAB39L	38	46	28	48	58	56
CABIN1	787	916	756	918	1044	857
CABLES1	56	67	47	77	63	57
CABLES2	184	248	216	249	236	179
CABP1	4	1	2	3	1	0
CABP2	0	0	0	0	0	0
CABP4	0	0	0	1	0	0
CABP5	0	0	0	0	1	0
CABP7	1	0	0	0	0	0
CABS1	0	0	0	0	0	0
CABYR	1	0	1	0	0	2
CACHD1	230	254	210	166	188	153
CACNA1A	31	18	17	29	26	16
CACNA1B	35	65	48	35	50	68
CACNA1C	3	2	0	5	1	2
CACNA1D	9	19	14	21	11	6
CACNA1E	0	0	0	0	0	1
CACNA1F	0	0	0	0	0	0
CACNA1G	35	38	19	20	28	30
CACNA1H	256	333	244	233	260	206
CACNA1I	2	1	5	1	6	1
CACNA1S	0	2	1	0	0	2
CACNA2D1	9	8	11	11	16	6
CACNA2D2	130	130	106	74	106	69
CACNA2D3	0	0	0	0	0	0
CACNA2D4	5	3	3	2	7	5
CACNB1	89	94	82	66	82	65
CACNB2	17	18	16	16	19	12
CACNB3	99	136	102	88	89	72
CACNB4	47	48	43	34	36	21
CACNG1	0	0	0	0	0	0
CACNG2	0	2	0	1	1	1
CACNG3	0	0	0	0	0	0
CACNG4	0	0	0	0	0	0
CACNG5	0	0	0	0	0	0
CACNG6	0	1	0	0	0	0
CACNG7	0	0	0	0	0	0
CACNG8	3	5	5	8	4	4
CACYBP	2352	2230	2073	2338	2518	2109
CAD	2236	2640	2061	2742	2948	2390
CADM1	0	0	0	0	0	0
CADM2	0	0	0	0	0	0
CADM3	0	0	0	0	0	0
CADM4	139	161	128	106	157	104
CADPS	0	0	0	0	0	0
CADPS2	225	224	205	242	299	223
CAGE1	4	8	3	10	4	4
CAHM	0	3	0	2	1	0
CALB1	0	0	0	0	0	0
CALB2	14	15	8	10	18	5
CALCA	0	0	0	0	0	0
CALCB	2	0	0	0	1	0
CALCOCO1	92	103	124	129	138	124
CALCOCO2	884	1096	939	1077	1384	1047
CALCR	3	5	3	2	8	4
CALCRL	29	30	24	14	24	21
CALD1	1381	1634	1360	1557	1674	1334
CALHM1	0	0	0	0	0	0
CALHM2	214	206	204	137	245	144
CALHM3	0	6	4	1	4	2
CALM1	1303	1581	1262	1527	1639	1406
CALM2	3837	3653	3312	4444	4971	4180
CALM3	2984	3191	2845	3178	3861	2958
CALML3	0	0	0	0	0	0
CALML4	172	196	130	141	130	120
CALML5	0	0	0	0	0	0
CALML6	7	3	0	1	3	2
CALN1	0	0	0	0	1	0
CALR	5115	5893	5124	5364	5993	4918
CALR3	0	1	2	2	5	3
CALU	2939	3292	2873	3186	3685	2871
CALY	0	0	0	0	0	0
CAMK1	71	80	76	98	92	89
CAMK1D	49	52	41	36	26	23
CAMK1G	0	0	1	0	0	0
CAMK2A	2	0	0	0	0	0
CAMK2B	1	0	3	0	1	0
CAMK2D	639	755	602	936	1178	888
CAMK2G	332	376	353	354	400	288
CAMK2N1	92	101	99	98	102	90
CAMK2N2	14	10	5	11	4	9
CAMK4	67	70	58	48	50	54
CAMKK1	53	56	37	55	53	55
CAMKK2	219	299	244	342	413	331
CAMKMT	97	69	74	84	94	72
CAMKV	0	2	0	2	3	0
CAMLG	184	211	183	178	186	158
CAMP	0	0	0	0	0	0
CAMSAP1	708	903	642	934	1025	712
CAMSAP2	802	1006	745	881	1119	973
CAMSAP3	166	196	187	177	198	177
CAMTA1	342	405	346	462	550	438
CAMTA2	184	234	159	249	222	215
CAND1	2328	2727	2271	2332	2719	2329
CAND2	2	1	1	3	1	0
CANT1	693	735	659	763	799	658
CANX	8968	10738	8822	10834	11988	9948
CAP1	2075	2539	2097	2754	2994	2578
CAP2	62	77	60	54	76	65
CAPG	425	449	385	441	555	470
CAPN1	1192	1348	1069	1303	1643	1282
CAPN10	68	76	61	90	89	85
CAPN11	0	0	0	0	0	0
CAPN12	6	10	20	6	7	8
CAPN13	0	0	0	0	0	1
CAPN14	0	1	0	0	0	1
CAPN2	2752	3198	2795	4040	4643	3764
CAPN3	10	9	14	15	22	6
CAPN5	211	158	146	121	115	111
CAPN6	2	0	1	2	0	0
CAPN7	380	466	333	466	523	434
CAPN8	1	0	0	0	1	1
CAPN9	0	0	0	0	0	0
CAPNS1	829	999	931	933	1057	828
CAPNS2	3	1	0	0	0	0
CAPRIN1	8088	9582	8162	10128	11318	9221
CAPRIN2	258	348	266	306	307	247
CAPS	0	2	0	0	2	2
CAPS2	61	68	51	70	78	73
CAPSL	0	0	0	0	0	0
CAPZA1	2788	3302	2891	3807	4315	3481
CAPZA2	1568	1856	1674	1990	2133	1822
CAPZA3	0	0	0	0	0	0
CAPZB	1094	1286	1124	1307	1540	1170
CARD10	289	341	260	293	249	207
CARD11	1	2	0	3	1	1
CARD14	0	1	0	0	0	1
CARD16	0	0	0	0	0	0
CARD17	0	0	0	0	0	0
CARD18	0	0	0	0	0	0
CARD6	0	1	2	0	0	0
CARD8	130	158	132	156	183	141
CARD9	4	6	4	8	4	8
CARHSP1	185	234	177	223	218	209
CARKD	157	197	175	178	236	211
CARM1	1086	1230	1163	994	1088	925
CARNS1	1	4	3	5	4	3
CARS	998	1263	1070	1050	1268	918
CARS2	306	372	299	429	436	320
CARTPT	0	0	0	0	0	0
CASC1	6	6	1	1	4	6
CASC2	30	39	33	34	35	32
CASC3	661	773	665	518	582	435
CASC4	922	1053	886	914	1028	845
CASC5	1603	1863	1412	1990	2357	1839
CASD1	57	67	52	78	72	63
CASK	596	678	610	577	664	522
CASKIN1	44	52	40	22	28	27
CASKIN2	251	279	224	314	370	252
CASP1	0	0	0	0	0	0
CASP10	50	59	48	28	34	31
CASP12	0	0	0	0	0	0
CASP14	0	0	0	0	0	0
CASP2	721	883	707	884	998	816
CASP3	275	308	245	359	382	334
CASP4	28	33	28	31	31	18
CASP5	3	0	0	0	1	0
CASP6	102	119	89	137	158	137
CASP7	564	636	527	687	798	691
CASP8	201	247	211	268	258	253
CASP8AP2	494	557	490	617	639	639
CASP9	54	53	47	58	71	60
CASQ1	0	0	0	0	0	0
CASQ2	0	0	0	0	0	0
CASR	0	0	0	0	0	0
CASS4	3	8	0	9	6	8
CAST	1545	1821	1546	2319	2574	2158
CASZ1	152	135	116	138	130	95
CAT	541	609	500	715	846	628
CATSPER1	7	6	13	9	13	10
CATSPER2	11	12	5	10	17	11
CATSPER2P1	6	5	8	5	7	7
CATSPER3	9	12	13	10	17	7
CATSPER4	0	1	0	2	0	1
CATSPERB	1	3	0	3	3	4
CATSPERD	0	0	0	2	1	1
CATSPERG	9	8	2	8	11	5
CAV1	2208	2503	1986	2662	2953	2545
CAV2	1149	1292	1124	1616	1785	1471
CAV3	0	0	0	0	0	0
CBFA2T2	112	179	135	161	159	125
CBFA2T3	79	90	88	96	109	103
CBFB	1027	1139	921	1229	1403	1138
CBL	911	1207	826	864	895	761
CBLB	103	116	96	117	137	123
CBLC	167	217	164	157	201	143
CBLL1	822	990	759	1015	1096	941
CBLN1	0	0	0	0	0	0
CBLN2	0	0	0	0	0	0
CBLN3	5	9	4	13	5	6
CBLN4	0	1	0	0	1	1
CBR1	0	0	0	0	2	0
CBR3	10	15	7	8	8	6
CBR3-AS1	3	8	8	7	7	1
CBR4	298	335	320	332	344	265
CBS	1	0	0	0	1	1
CBWD1	184	237	224	328	343	282
CBWD2	95	87	78	135	136	99
CBWD3	7	7	13	6	17	7
CBWD5	0	0	0	0	0	0
CBWD6	30	31	34	38	42	36
CBX1	2667	2558	2377	2477	2779	2098
CBX2	273	361	286	331	408	396
CBX3	2776	3137	2851	3260	3621	3004
CBX3P2	5	1	2	4	3	3
CBX4	477	552	486	416	546	407
CBX5	2903	3460	2532	3197	3341	3115
CBX6	667	707	562	694	992	786
CBX7	28	41	42	43	55	32
CBX8	118	146	109	131	146	126
CBY1	133	138	97	172	178	139
CBY3	0	0	0	0	0	0
CC2D1A	280	412	335	400	382	305
CC2D1B	214	276	196	329	292	266
CC2D2A	154	162	163	204	208	211
CC2D2B	2	2	0	0	0	0
CCAR1	1379	1467	1260	1736	2012	1541
CCBE1	22	28	13	13	12	12
CCBL1	36	41	36	29	31	27
CCBL2	219	316	249	281	357	281
CCBP2	6	3	1	2	0	2
CCDC101	66	59	71	61	100	65
CCDC102A	25	14	14	14	28	14
CCDC102B	5	3	7	3	3	4
CCDC103	23	13	15	17	23	14
CCDC104	389	378	388	501	551	474
CCDC105	0	0	0	0	0	0
CCDC106	5	3	2	0	0	2
CCDC107	75	87	79	99	134	98
CCDC108	9	6	8	1	6	4
CCDC109B	146	142	149	175	167	166
CCDC11	20	29	14	15	16	15
CCDC110	45	50	35	42	57	44
CCDC111	66	62	45	79	80	64
CCDC112	183	232	167	230	274	209
CCDC113	202	231	250	255	285	250
CCDC114	10	11	4	7	4	9
CCDC115	74	74	53	91	88	88
CCDC116	8	8	4	4	1	0
CCDC117	540	643	558	769	898	743
CCDC12	743	707	644	736	861	652
CCDC120	64	85	69	71	97	78
CCDC121	36	35	34	50	56	42
CCDC122	41	36	32	41	27	17
CCDC124	1326	1241	1133	1463	1729	1249
CCDC125	205	237	180	284	332	276
CCDC126	50	59	46	49	66	72
CCDC127	62	81	56	92	80	71
CCDC129	0	0	1	0	1	0
CCDC13	13	14	11	20	21	17
CCDC130	81	89	59	112	103	88
CCDC132	236	248	192	302	356	285
CCDC134	158	162	131	127	152	113
CCDC135	6	1	2	8	7	8
CCDC136	107	111	96	64	74	49
CCDC137	793	736	645	859	846	771
CCDC138	258	283	210	291	301	264
CCDC14	920	1163	960	1308	1449	1233
CCDC140	0	0	0	0	0	0
CCDC141	1	0	1	0	3	0
CCDC142	63	72	66	49	57	66
CCDC144A	0	0	3	1	0	2
CCDC144B	0	0	1	2	0	0
CCDC144C	14	14	3	12	15	11
CCDC144NL	0	0	0	0	0	1
CCDC146	51	56	38	32	44	32
CCDC147	3	4	5	7	13	6
CCDC148	16	4	4	7	7	4
CCDC149	51	45	39	39	51	40
CCDC15	128	141	117	158	179	144
CCDC150	206	232	188	250	275	260
CCDC151	8	9	9	7	6	7
CCDC152	0	0	0	0	0	0
CCDC153	10	10	15	8	14	5
CCDC154	7	3	1	0	4	4
CCDC155	0	0	0	0	0	0
CCDC157	12	22	14	17	22	16
CCDC158	0	0	0	1	0	0
CCDC159	5	5	7	9	8	3
CCDC160	3	1	3	2	2	0
CCDC162P	0	0	0	0	1	0
CCDC163P	21	24	17	33	27	13
CCDC164	3	0	0	2	0	1
CCDC165	233	309	197	221	237	215
CCDC166	0	0	0	0	0	0
CCDC167	139	165	141	189	243	211
CCDC168	13	14	6	9	12	9
CCDC169	0	0	0	0	0	0
CCDC169-SOHLH2	0	0	0	0	0	0
CCDC17	11	4	6	7	5	6
CCDC18	307	344	300	373	417	337
CCDC19	5	8	10	12	12	9
CCDC22	49	52	45	49	67	53
CCDC23	52	55	44	65	68	61
CCDC24	45	31	61	53	45	53
CCDC25	476	570	463	730	785	697
CCDC27	0	0	0	0	0	0
CCDC28A	32	44	42	41	51	51
CCDC28B	28	34	36	26	29	30
CCDC3	125	141	140	121	154	115
CCDC30	7	4	5	3	5	2
CCDC33	0	0	0	0	0	0
CCDC34	215	309	219	321	319	285
CCDC36	1	0	0	1	0	0
CCDC37	2	0	1	0	0	0
CCDC38	1	0	0	1	0	0
CCDC39	0	1	2	2	1	1
CCDC40	66	65	48	46	81	58
CCDC41	222	279	198	390	372	308
CCDC42	0	0	1	0	0	0
CCDC42B	0	0	1	0	0	1
CCDC43	588	598	491	742	757	624
CCDC47	2275	2553	2103	2765	3074	2571
CCDC48	13	31	14	13	21	16
CCDC50	520	659	508	796	969	866
CCDC51	250	247	203	327	344	290
CCDC53	61	56	52	78	96	72
CCDC54	0	0	0	0	0	0
CCDC56	260	282	278	331	350	322
CCDC57	344	415	268	318	371	284
CCDC58	380	396	350	505	592	494
CCDC59	544	543	503	558	687	460
CCDC6	943	1230	934	1099	1365	1124
CCDC60	0	0	0	0	0	0
CCDC61	10	13	9	6	18	15
CCDC62	28	45	38	48	50	34
CCDC63	0	2	3	5	4	2
CCDC64	97	117	99	114	138	131
CCDC64B	36	36	42	41	56	48
CCDC65	2	0	3	3	1	0
CCDC66	275	286	238	354	375	299
CCDC67	0	0	0	0	2	0
CCDC68	114	165	109	137	180	138
CCDC69	141	143	120	147	150	111
CCDC7	20	21	6	12	22	20
CCDC70	0	0	0	0	0	0
CCDC71	220	231	187	214	233	180
CCDC71L	71	80	75	77	83	97
CCDC72	2242	2176	1938	2072	2245	2108
CCDC73	4	2	1	3	6	3
CCDC74A	36	35	31	35	37	31
CCDC74B	3	9	6	3	2	1
CCDC75	107	120	99	153	177	112
CCDC76	168	189	151	268	303	254
CCDC77	233	276	230	271	327	226
CCDC78	26	23	18	21	36	17
CCDC79	1	1	2	0	2	0
CCDC8	0	0	0	0	0	0
CCDC80	8	9	5	6	11	6
CCDC81	8	7	6	3	8	9
CCDC82	142	231	175	183	222	149
CCDC83	0	0	0	2	0	0
CCDC84	78	91	57	85	89	83
CCDC85A	1	2	3	0	1	1
CCDC85B	397	462	330	332	468	359
CCDC85C	325	348	279	310	294	299
CCDC86	950	983	816	1068	1055	917
CCDC87	3	3	10	5	6	3
CCDC88A	617	671	508	546	733	586
CCDC88B	77	59	54	62	59	55
CCDC88C	379	423	334	386	391	367
CCDC89	0	0	0	1	2	1
CCDC9	242	259	207	231	272	196
CCDC90A	363	416	402	442	536	438
CCDC90B	190	193	173	275	339	242
CCDC91	174	228	191	194	238	215
CCDC92	67	75	66	75	99	57
CCDC93	507	536	430	634	681	574
CCDC94	260	265	246	281	288	256
CCDC96	11	6	8	7	6	6
CCDC97	158	204	147	213	242	203
CCDC99	598	704	543	849	850	752
CCHCR1	215	269	230	304	347	272
CCIN	4	6	4	1	3	4
CCK	5	5	1	2	1	3
CCKAR	0	0	0	0	0	0
CCKBR	0	0	0	0	0	0
CCL1	0	0	0	0	0	0
CCL11	0	0	0	0	0	0
CCL13	0	0	0	0	0	1
CCL14	0	0	0	0	0	0
CCL14-CCL15	0	0	0	0	0	0
CCL15	0	0	0	0	0	0
CCL16	0	0	0	0	0	0
CCL17	0	0	0	0	0	0
