Symbol	Lung-60-2710-01	Lung-18-4086-01	Lung-22-4613-01	Lung-37-4132-01	Lung-22-4591-01	Lung-18-3410-01	Lung-64-1680-01	Lung-21-1070-01	Lung-66-2780-01	Lung-66-2787-01	Lung-66-2766-01
C14orf152	0.609	0.78625	0.6075	0.6405	0.343	0.51275	0.8315	1.61425	0.5875	0.603	1.67
C14orf153	-1.033833333	0.226833333	-0.598833333	0.427333333	0.240166667	-0.783666667	-0.569	0.192166667	0.088166667	-0.300666667	0.021833333
SV2C	0.27175	0.384666667	0.568	0.26825	0.70075	-0.63725	0.105	0.3365	-0.3995	-0.79875	-0.26025
SV2B	1.278666667	3.432666667	3.958833333	1.882166667	2.264166667	6.302333333	-0.117333333	0.295166667	0.482	5.823666667	2.212333333
C14orf156	-1.679	-0.387	0.071	-0.080833333	-1.139833333	-0.930333333	-1.682333333	-0.837666667	-0.857	-0.9895	-0.385333333
IFNA16	-0.2415	-0.191	0.3975	-0.2535	0.404	0.2035	-0.151	0.2265	0.185	0.0105	0.3585
C14orf155	0.045	-0.1465	2.91275	0.35575	-0.73675	-1.0065	-0.2315	-0.068	0.1645	0.125	-0.5195
PCCA	-1.487	-1.53425	-0.78075	4.46575	-0.9265	-0.92575	1.19875	-0.87575	-1.38675	-1.5605	0.36675
MAN2C1	-1.390875	-1.324875	-1.311625	-1.09775	-1.721875	-0.3945	-1.06375	-0.862875	-1.3025	-0.910625	-1.141375
LOC283345	-0.4515	-0.0045	0.3855	0.0225	-0.073	-0.245	0.4105	0.363	-0.6015	0.907	-0.0835
WIPI2	0.032916667	0.04775	-0.206666667	0.406583333	-0.816166667	0.03725	-0.481	0.655833333	-0.252833333	-0.19975	-0.698083333
KRT35	-0.098	0.6105	-2.1095	0.9305	0.6705	2.383	0.587	-0.293	0.1025	0.1545	0.2185
FLJ31033	0.477666667	0.120833333	-0.4172	0.624666667	0.431833333	0.688833333	0.1025	1.729166667	1.0055	0.118333333	0.031166667
SAMD3	1.57	0.932	-0.148	1.1332	0.745	3.761666667	1.134833333	2.382833333	0.979166667	3.258	0.774
ZNF639	1.3325	1.196333333	1.142666667	0.822333333	0.903666667	0.288833333	0.1115	0.792	1.052666667	1.237166667	1.407
SIVA1	0.2807	1.4222	2.0232	1.2465	0.9445	0.6252	0.1548	1.0587	1.1124	0.8162	1.7173
EHF	7.758	3.1115	-2.984	1.707	5.0425	6.422	7.446	6.5825	5.678	6.8695	6.0665
KCTD4	0.563666667	0.214666667	0.7775	0.468333333	0.219166667	0.328666667	0.055	-0.154333333	0.1415	0.425166667	0.261
C1orf128	0.9925	-0.016666667	0.5915	0.451666667	0.020666667	0.247666667	0.322333333	0.390166667	0.208166667	-0.325166667	0.323833333
CBLN2	-1.49375	-1.494	-1.628	-1.729	-1.89525	-2.62625	-1.78525	-1.3265	-2.21725	-2.529	-1.6805
MRLC2	0.85175	1.02775	0.712375	-0.33275	0.632125	0.87525	0.69575	0.80575	0.90375	0.891125	0.71725
ZNF284	-0.6555	-0.3615	0.693	-0.836	-0.483	0.714	-0.6825	-0.0575	-0.9635	0.0425	-0.647
BRP44	0.304625	0.650375	0.04825	0.84375	1.303875	1.076375	0.615625	0.2045	-0.102	0.912875	1.28975
BET1L	-0.1878	0.1009	0.0429	0.0582	0.6269	-0.2262	0.2458	-0.3191	0.1386	-0.1376	0.1167
VCX2	0.10125	-3.80775	-0.58675	-3.26475	-2.27975	-1.68675	-5.103	0.70525	-1.18325	-1.76775	-1.5855
FKBPL	-0.745666667	-0.954	-0.012666667	-0.706666667	0.168	-0.269333333	-0.363666667	-0.552	-0.929333333	-0.513666667	0.063666667
GRB10	-0.387	0.0125	-2.0485	-0.2825	-0.9175	-0.76975	-1.7495	-0.35675	0.0855	-1.09625	-1.372
GM2A	1.479625	0.678875	-0.023375	-0.42175	1.24725	0.283125	0.63	1.76	1.059	1.12675	0.344375
GRB14	-0.6465	-0.004	1.566	1.03575	-0.737	-2.7435	-0.27125	-1.0845	-1.503	0.8485	1.14225
SAMD9	2.2905625	0.623625	-0.413857143	-0.0748125	-0.7608125	-0.5003125	-0.149	2.954	2.075	0.0226875	-0.2978125
GPR172A	-0.50525	-0.404	-0.204	0.101	-1.30975	-0.95975	-0.50025	-0.53875	-0.487	-1.03175	-1.05375
GPR172B	1.9035	1.815	1.534166667	0.976	1.856	2.289166667	1.019666667	1.793	1.318833333	1.397333333	1.917
IL22	0.043	0.16375	0.09675	0.299	0.83425	-0.307	0.22325	0.022	0.058	-0.11975	0.185
APOBEC3D	0.32	0.412833333	-1.123	-2.206666667	0.1365	2.035666667	-2.315833333	-0.9885	0.8235	0.641166667	-0.276
LAT	-1.73175	-1.510333333	-1.150636364	0.885916667	-2.078	-0.700583333	-1.858416667	-0.679666667	-1.962583333	-1.031	-1.998083333
CSRP3	0.292	0.464	2.063666667	0.499	0.40225	-0.018	-0.29475	0.00325	0.239	0.073666667	0.2015
CSRP2	2.47825	1.654	1.035	0.08625	0.1135	1.93025	-1.672	0.02125	-0.0705	1.16325	1.4345
TBCE	-0.566333333	-0.169166667	-0.686666667	0.477	0.145	-0.183	-0.547833333	-0.522166667	-0.452833333	-0.284333333	0.130666667
HSD17B12	0.077166667	-0.025666667	-0.2285	-0.559666667	1.412666667	0.337	-0.254	-0.657166667	0.013333333	-0.394166667	1.024333333
HSD17B13	-0.688	-0.041	-0.04325	0.336	2.66875	-0.21825	0.952	-0.75125	-0.06275	-0.27275	-0.003
EGFLAM	2.761	1.606	0.52625	1.816	1.06025	2.7795	1.4785	3.39975	3.02175	2.671	3.8625
APOBEC3F	-0.33075	-0.78725	-1.547	-1.6315	-0.71	0.17275	-0.726	0.24025	-1.11375	-0.566	-1.16575
ATP6V1A	1.256666667	0.533	0.6005	0.728833333	1.671166667	0.339333333	0.049	1.458666667	1.267666667	1.554833333	0.961333333
GPR12	0.9085	1.2675	0.5585	1.0065	0.4945	1.229	1.197	0.252	1.169	1.35	2.1955
RASL10B	-1.916	-1.210166667	0.091166667	-0.2835	-1.583666667	-2.019333333	-1.806833333	-1.811666667	-1.899666667	-0.247833333	-1.298333333
DTL	-1.063363636	-1.583363636	-1.460636364	-1.871818182	-1.477454545	-1.085	-2.866545455	-0.909727273	-1.437272727	-0.699090909	-1.372909091
AK7	-1.7115	-0.6055	-0.233	-1.09825	0.4235	-1.2975	1.2335	-0.85975	-1.46725	-2.4755	-1.2345
ATP6V1H	0.109	-0.122833333	0.225	0.594166667	-0.969333333	-0.189333333	0.094333333	0.565833333	-0.214333333	-0.646833333	-0.254166667
GPR19	-1.87	-1.6175	-1.0285	-0.4385	0.611	-0.055	-2.1145	-0.763	-0.90025	-2.4615	0.15925
GPR18	3.30275	1.24975	0.7335	1.858	1.7325	3.5575	2.25875	4.3755	1.713	3.7905	1.117
SLC26A6	-1.325833333	-1.250666667	-1.2775	-1.157833333	-1.571	-1.938166667	-2.324333333	-0.911333333	-1.299166667	-1.307166667	-1.468666667
HES6	-1.273	-0.92225	-0.54	1.63025	-0.69175	-0.41	-1.58875	-1.26375	-1.13825	-0.9335	-0.45825
AGXT2L2	-0.50375	-0.77925	-0.68925	-0.56175	-0.69475	-1.1685	0.641	-0.0755	-1.19625	-0.77425	0.0785
BRP44L	0.045375	0.497375	0.109125	0.811125	0.5165	2.094375	1.083125	0.02625	0.127	-0.204625	1.0645
AK5	-1.53225	-1.76725	-2.032285714	-1.6975	-0.344625	-2.309125	-1.925375	-1.999875	-1.52425	-1.787625	-1.497375
C12orf34	1.964	0.06875	-0.49775	0.69075	0.944	2.384	-1.31	0.1335	-0.73875	0.195	-0.99125
C12orf35	0.18975	-0.545625	0.058428571	-1.287875	-0.77575	0.00875	-1.156	0.98125	0.093875	0.9825	-0.74425
C12orf36	1.657	0.271	0.5895	-0.0545	1.1255	0.671	0.9245	2.8605	1.9395	-0.0125	0.2005
APOBEC3B	0.3795	1.1385	-1.11425	-2.3745	0.4545	2.20375	-2.13175	-0.123	1.10025	0.89475	0.02675
C12orf30	-1.126833333	-0.947	-0.429833333	-0.43	0.032833333	0.378333333	-0.694666667	0.327333333	-0.559833333	-0.611666667	-0.6355
C12orf31	-0.452	-0.00975	0.19325	-0.93725	0.1425	0.29775	-0.6815	0.30475	0.329	0.497	0.38475
C12orf32	-0.49525	-0.297125	-0.570125	-1.53425	0.60375	-0.802375	-0.30125	0.056125	0.052375	0.397625	-0.736
C12orf33	-0.013	0.7735	-0.2885	-0.0055	0.298	-0.0555	0.0895	-0.3055	0.338	-0.2845	0.617
PANK1	-0.8825	-1.15725	-0.517666667	-0.31775	0.53875	-0.7635	-0.5435	0.0305	-0.786	-1.4695	-1.58625
PANK3	-0.155	-0.621875	-0.17875	-0.738625	1.742875	1.07825	0.275625	-0.68575	-0.025625	0.290625	1.033125
PANK2	0.271	0.06675	-0.0025	-0.3225	-0.31525	0.02675	-0.39225	0.22075	0.6035	-0.30125	-0.958
PANK4	-0.3905	-0.84475	-0.922	-1.20725	-1.4145	-0.5015	-1.2895	-0.96275	-1.232	-0.77775	-0.935
ETAA1	-0.20475	-0.477	0.3185	-0.6215	0.943	-0.37625	0.286	-0.66975	-0.42375	0.23375	-0.49425
KIF2A	0.445	-1.25275	-0.794	-0.99425	-0.00775	-0.736	-0.55275	-0.51225	0.02475	-0.7865	-1.075
KCNMA1	0.060090909	-1.163181818	-1.168681818	-1.326727273	-1.992545455	-0.588454545	-1.866045455	-1.885272727	-1.561318182	-1.171590909	-0.585454545
KCTD9	0.0093	0.9959	-1.4904	-0.4156	-1.6369	0.3882	0.1169	-0.114	-0.1893	-0.1789	0.7896
ATF6	0.30625	0.185	0.6585	0.504	0.8785	0.73025	0.2545	0.68225	0.74175	0.67275	0.42825
KIF2C	-1.4785	-1.401	-0.95325	-1.649	-1.24425	-1.10925	-4.00075	-0.73725	-1.9525	-2.024	-2.31275
KIF2B	-0.09325	-0.04075	1.627666667	-0.2685	0.20725	0.2235	-0.06825	-0.14825	-0.59925	-0.391	0.05725
ETF1	-0.305833333	-0.592166667	-0.581333333	-1.262666667	-0.311333333	-0.644166667	-0.246833333	-0.35	-0.507666667	-0.271666667	-0.293333333
PCYOX1L	-0.817	-0.90325	-0.43925	-0.884	-0.5285	-0.2365	-0.3485	-0.712	-1.34425	-0.38425	0.90225
HSPE1	0.11	0.68475	-0.25325	0.25675	-0.58825	0.0415	-0.64625	-0.59275	-0.398	0.17225	0.452
HDHD2	-0.187	-0.79425	0.2685	-0.35325	0.28925	-0.77925	0.2185	-1.18925	-1.078	-0.15925	-0.66475
HEATR5B	0.6405	-1.7665	-1.1945	-0.5895	0.013	0.1305	0.4235	1.122	0.0635	0.7975	0.1475
MOP-1	1.608	1.7555	-0.059	2.1835	0.20075	1.83125	1.77625	1.428	2.062	1.295	1.91025
ATF1	-0.184833333	0.159666667	-0.2715	0.532166667	1.031833333	-0.350833333	0.287	-0.121166667	0.178833333	0.297833333	0.796166667
NFASC	-0.0915	0.374	-0.453	0.253666667	-0.067666667	0.773666667	-0.072833333	0.304333333	0.131333333	0.076333333	0.2775
LOC402176	-0.702625	0.14425	1.02075	0.407875	-0.94225	0.218875	1.396125	-0.428125	-0.069375	0.03225	0.587
TEGT	0.5839	0.0664	-0.4795	-0.0655	0.193	0.0547	0.5154	0.86	1.0113	0.2342	0.6083
RAP1GDS1	0.0415	0.039166667	0.481666667	0.515916667	-0.513333333	0.754166667	0.439583333	-0.18375	-0.259333333	-0.442833333	0.0185
ARNT2	0.4222	0.0761	-0.8583	0.0838	-0.9001	2.4587	0.6783	-0.1477	-1.1566	-0.0343	-0.5101
C6orf97	-1.76275	-2.78525	-0.49325	-1.56625	-2.33575	-1.7355	1.005	-1.71875	-2.6755	-1.85425	-2.8705
PLXNC1	0.9335	-0.36	-0.2975	0.411	0.3645	0.0465	-0.641	0.1065	-0.1915	1.229	-0.617
ZNRF4	0.53825	0.46675	0.975	0.93825	0.12925	0.087	0.1865	-0.04675	-0.052	0.09225	0.143
ZNRF1	-0.932785714	-0.422785714	-0.732428571	-1.485785714	-0.590785714	-0.613857143	-1.1205	-0.742642857	-0.282071429	-0.786357143	-0.635928571
MGC39372	0.9395	-0.01	-0.024	1.178	0.545	1.3565	0.083	2.0485	0.894	-0.2425	-0.66
ZNRF3	0.2313	-0.210111111	-0.541111111	0.602555556	-0.2569	-0.051	-0.3636	-0.2157	-0.3432	0.1023	-0.9867
ZNRF2	1.312	0.866666667	0.4515	1.305166667	1.7555	2.5705	1.220333333	1.6885	1.8575	0.2075	0.904666667
SERPINC1	-5.1075	-4.319	-2.36375	-4.449	-3.98875	-5.1425	-4.836	-4.77575	-4.7175	-5.4335	-4.52125
CBL	-0.3645	-0.1082	-1.69175	-0.1585	1.084	-0.4513	-1.4348	0.5725	-0.3127	-0.0267	-0.8342
PRKD1	-0.087166667	0.096833333	-1.1618	0.3225	0.436333333	0.301166667	-0.508833333	-0.672666667	0.3	-0.353333333	-1.909666667
PRDM4	0.130666667	0.046333333	0.406333333	-0.324	-0.3505	0.533	0.124666667	0.614166667	0.354333333	0.513833333	-1.078
SLC22A5	-0.49225	-0.234	-1.055	-0.40425	-0.263	0.57875	0.8135	-0.3665	-1.049	-0.44275	-0.2815
GPX3	0.4571	-0.0352	-0.1426	-0.1268	0.1321	-1.0164	0.9502	0.2858	-0.56	0.5796	-0.415
GPX2	3.51025	5.227125	2.910375	5.031375	3.8965	0.751625	-3.58175	3.37525	1.32225	4.621125	4.262375
GPX5	-0.0315	0.664	0.521	0.5305	0.3885	0.5135	0.6305	0.194	0.2985	0.427	0.1635
GPX4	0.374125	0.51125	0.59175	-0.475125	0.19325	1.755875	0.601375	-0.396125	1.002375	0.92675	-0.103875
PDE6D	-0.00475	0.00875	-1.15675	0.41625	1.28225	1.5165	0.89225	-0.1975	0.77475	-0.2925	-0.08075
MYBBP1A	-1.454	-0.974	-0.968	-1.77425	-1.9155	-2.3695	-1.4325	-1.07075	-2.07	-0.614	-1.369
IL11RA	-0.657333333	-0.5095	0.448166667	0.797	-0.818833333	2.743166667	0.990333333	-0.261333333	-0.934166667	-1.106333333	0.2395
FLNA	-0.7735	-1.88975	-2.26675	-3.04625	-1.8	-2.06875	-1.06325	0.1105	-1.20725	-1.454	-2.0725
PDE6H	-1.3965	-0.8685	-0.429	-0.898	-0.164	-1.086	-0.901	-0.7255	-0.623	-1.788	0.0025
FLNC	-2.411	-3.365	-1.611333333	-3.337333333	-3.137333333	-3.275666667	-3.948666667	-2.642	-2.488666667	-2.7945	-2.501666667
EFCAB1	2.712	1.48925	1.792428571	0.704875	4.712375	1.591375	5.84075	4.074875	2.989125	2.4885	1.3715
SLC22A9	-2.0056	-0.391666667	-0.249	-0.534833333	-0.469666667	-1.485	-1.206	-1.028	-0.962666667	-1.167833333	-0.4275
EFCAB3	-0.8485	-0.6875	1.134	0.261666667	0.24575	-0.4975	-0.5565	-0.4795	-0.42775	-0.52025	0.381
EFCAB2	-0.32075	-1.6305	-1.5385	1.4815	0.15425	-0.17875	2.01375	-0.12375	-1.3425	0.16025	0.453
PRSS12	1.410625	-0.853625	-1.303375	-1.886	2.1655	1.01	0.12425	0.410125	0.680125	0.898	0.403875
NPDC1	-1.911333333	-0.335666667	-2.471	-0.993666667	-2.121333333	-3.080333333	-0.4175	-1.502833333	-2.296	-1.069	-1.345833333
LOC494141	-1.3755	-0.62675	-0.7775	-0.7325	0.04525	0.28625	-0.55925	0.123	0.03625	-0.20775	0.07425
WDSOF1	-0.847	-0.28375	0.95675	0.81875	0.27925	-0.19775	-0.68225	-1.48275	-0.37175	-0.73025	0.3665
RCAN1	1.401833333	0.628166667	-0.419333333	-0.465166667	0.201	-0.3325	-0.437333333	-0.338333333	-0.227166667	2.2485	0.137
CCL28	-2.834	-2.6545	-3.8295	-3.3625	-0.39975	-1.2545	-0.19325	-1.44	-1.533	-3.76575	1.465
RCAN3	1.4715	0.310125	-0.10925	0.266375	0.857375	0.963125	0.681625	1.094375	0.4025	1.087875	0.141625
WDR34	-0.51925	-1.1865	-1.44	-0.278	-1.3215	-0.97325	-0.96575	-1.09125	-2.069	-1.56225	-0.96975
LETM1	-1.01975	-0.5685	0.00725	-0.929	-0.42425	-0.315	-1.672	-0.65575	-1.30375	-0.24875	-0.66075
GRTP1	0.025	0.15975	0.2485	-0.45425	-1.04E-17	-0.21775	-0.353	1.54575	-0.32625	-0.68	1.6765
PZP	0.83475	-0.009	-0.7275	-0.48475	-0.2445	-0.77575	0.77175	-0.1655	0.0395	-0.1205	-0.69375
PLCL1	-0.669333333	-1.131	-0.5785	-0.714666667	-1.236166667	-1.079333333	-1.159666667	-0.744166667	-1.035	-0.928	-1.217833333
PRKCSH	-1.032	-1.582	-1.716	-1.977833333	-1.198333333	-1.4105	-1.717333333	-0.758	-1.625666667	-0.999333333	-0.690333333
PSAT1	0.28375	-0.217	-0.01275	-1.022	-1.25775	-2.0885	-3.36775	-2.083	-3.1375	0.02775	0.44375
ADCYAP1	-0.039166667	0.312666667	-0.7416	0.346	0.206833333	0.860833333	1.0915	-0.3705	-0.044	1.675666667	0.208
EVPL	1.6095	1.215833333	0.588166667	0.450833333	0.142	0.1385	1.459	1.9515	0.474833333	1.358833333	0.905166667
UBE2J2	0.239666667	-0.1045	-0.033555556	-0.091916667	-0.060083333	0.4525	0.222	-0.4305	0.192916667	-0.016416667	-0.110916667
ST3GAL4	-0.737	-0.9917	-2.1026	-0.6485	-1.1001	-1.3303	-1.4387	-0.6084	-0.7518	-1.2966	-1.5602
HIC1	0.844166667	0.473333333	-1.1884	0.305666667	0.008666667	-0.548	-0.1565	1.158166667	0.5605	0.749666667	-0.261666667
HIC2	-1.9025	-2.8705	-1.2665	-3.021	-2.0015	-2.58325	-3.40625	-1.405	-2.8135	-2.09975	-1.8015
WDR37	-0.43825	-0.0465	-0.57125	-0.69225	0.01875	0.09025	0.0925	1.43225	0.135	-0.5335	-0.805
CADM2	0.206333333	0.3075	0.55925	0.416333333	-0.061166667	1.2015	0.172	0.074333333	0.119333333	0.334666667	-0.439833333
TMEM27	1.802	0.1975	0.367	0.334	0.16825	3.154	2.77925	2.17025	0.37975	-0.702	0.81325
RBM13	-1.3015	-0.65375	-1.257	-1.20125	-1.9165	-0.33675	-0.29575	-0.30775	-0.67125	-0.9675	-1.11625
RBM12	0.092	-0.85025	-1.175	-0.3945	-2.1525	-0.9115	-0.24675	-0.58625	-0.54075	-0.265	-0.7085
RBM11	2.7005	2.61475	-0.938	0.36325	0.1475	3.55775	3.5415	0.115	-1.69375	4.0285	1.78625
RBM10	-0.483166667	-0.999	-0.939833333	-1.108	-1.230666667	-1.040833333	-1.462833333	-0.215333333	-1.2255	-0.6075	-1.296666667
SAP30BP	-0.3061	-0.4157	0.0749	-0.6916	0.2388	0.1212	0.3233	-0.6548	-0.5874	0.0814	-0.3778
RBM16	0.583375	0.208375	-0.63825	0.383375	0.87025	1.028625	0.270125	0.3415	-0.003625	0.35025	-0.050375
RBM15	-0.954166667	-1.160166667	-0.925666667	-0.935833333	-0.992833333	-0.913333333	-1.484333333	-0.851	-0.770166667	-0.608833333	-1.329666667
OR1N2	0.014666667	0.2145	0.24575	-0.035	0.13425	0.076	0.22525	-0.08575	0.4355	0.16675	0.151
PARVB	-1.69525	-0.37775	-0.48225	-0.7745	-1.675	-0.0585	-2.221	-1.14925	-1.1305	-0.57375	-0.03325
SIT1	0.654166667	0.2075	0.496166667	1.43	-0.467666667	1.947	-0.624166667	1.301	0.143666667	1.252833333	-0.245666667
RBM19	0.5235	2.08575	0.105	-0.30925	-0.654	-0.20075	-0.897	0.64975	-0.52125	0.96275	0.48875
RBM18	0.051	0.155	0.537	0.22975	-0.12625	0.0235	-0.35475	-0.381	0.36575	-0.2605	0.68625
PARVG	1.513333333	0.664666667	0.425666667	0.6685	-0.149166667	1.16	0.400166667	2.228666667	0.410666667	1.367666667	-0.448333333
MVP	-0.3335	-0.06475	-0.66775	-1.072	-1.061	-1.04	1.506	0.37025	0.0385	-0.74425	-1.41
QSOX1	-0.2685	-0.93525	-0.8925	-0.969	-1.03325	-1.00975	0.33475	-0.10025	-0.59825	0.09225	-1.38325
ARVCF	-0.14125	-0.42175	-0.310875	-0.8745	-1.024125	-0.141875	-0.911625	-0.86	-1.0505	-1.26875	-0.213625
C1orf74	-0.057	0.1105	-0.94775	0.92425	0.742	1.496	0.206	0.8765	1.015	0.32	0.8555
HSD11B2	0.5165	1.080166667	1.445	1.781333333	-0.861333333	-1.279	0.3635	0.427	0.857166667	0.321166667	-0.393333333
RXRA	0.9586	0.665	-1.555	-0.2991	-0.9828	0.1126	-0.6833	0.2895	0.1592	-0.2488	0.0534
RXRB	-0.827	-1.1185	-0.47925	-0.7695	0.41125	-0.90925	-0.462	-0.95425	-0.78675	-0.50925	-0.36375
OPRM1	0.47775	0.40525	-0.42575	0.22525	-0.29625	0.617	0.51325	0.33275	0.14575	0.042	-0.06475
MVD	-1.4	-1.44025	-1.4705	-1.5945	-1.187	-1.65775	-1.764	-1.90575	-1.73275	-1.26975	-0.86875
ALDH9A1	0.9	0.658	0.240666667	0.634333333	-0.722166667	0.644333333	1.023833333	0.303666667	0.055666667	0.486666667	1.095
GRAMD1C	1.147	0.777333333	1.890166667	2.028	0.4345	1.9485	1.812166667	1.675833333	0.9875	2.632333333	0.738666667
GRAMD1B	-1.743571429	-0.3195	-0.2694	-0.507375	-0.93275	-0.297625	-1.3605	-0.60575	-1.109	-1.032857143	-1.1585
GRAMD1A	-0.532666667	-1.2965	-1.541333333	-1.202166667	-1.2825	-0.211666667	-0.042833333	-0.803666667	-1.089	-0.733833333	-0.718166667
CXorf26	-0.3265	0.041	-0.517	-0.077333333	-0.226166667	-0.4785	-0.014166667	0.190166667	-0.257166667	0.01	-0.843166667
CXorf21	3.16425	1.187	0.23075	1.6105	0.9675	3.90925	1.47375	2.98275	1.8345	3.49725	0.8455
CXorf20	0.898	0.2565	NA	0.251	1.3775	0.796	-0.0565	0.036	0.45	1.296	-0.0335
CXorf23	0.718375	0.042125	-1.396714286	0.173875	-0.69375	0.76475	1.134	0.933875	0.113125	0.9765	0.802125
YAP1	0.345375	-0.439125	0.053	-1.23975	0.19275	-1.873125	0.069125	0.5625	-0.2075	-0.617	-0.821875
ETV7	4.691666667	2.986666667	1.683666667	3.4305	2.593666667	4.975666667	4.889	5.144166667	3.943666667	3.930833333	2.007166667
FAM109B	1.76625	1.2905	0.8195	1.60875	0.685	2.01625	2.56775	1.26825	1.898	0.672	1.9435
NTS	2.0325	0.16375	4.05225	-3.9645	2.55	-5.9815	-5.51425	-6.50825	-3.01825	0.82075	-2.05475
MGC15523	-0.510666667	-0.411888889	0.249277778	-0.6195	-0.447555556	-0.988777778	-0.183666667	-0.655833333	-1.002666667	-0.351444444	-0.821222222
ALB	-4.622230769	-4.076642857	-2.899615385	-4.077928571	-3.613285714	-4.538583333	-4.695	-4.198071429	-4.127071429	-4.835142857	-3.795285714
PLCG1	-1.0785	-1.968	-0.502	-1.385	-1.351	-1.513	-1.9615	-1.207	-1.291	-1.281	-0.81
RELL2	-1.946	-1.20975	-1.54475	-0.95875	-0.83325	-1.377	-1.25	-1.03525	-1.556	-1.927	-0.97625
ABCA6	3.0374	1.9117	0.0266	1.4279	1.0508	1.7711	3.1362	2.9324	3.4499	3.6523	1.4394
ABCA7	-1.378	-2.17725	-1.55475	-2.3295	-2.16325	-1.9665	-1.4455	-0.4845	-2.09	-1.6625	-1.96475
ABCA4	-0.844833333	1.3615	-1.088	-0.929	4.757166667	-0.4955	1.069166667	0.0615	2.381666667	2.660166667	4.949833333
ABCA5	0.396125	1.361625	-0.62275	0.771625	-0.78975	0.662625	-0.60175	0.278625	-1.318875	1.522875	0.243125
ABCA2	-1.19125	-1.47125	-0.499333333	-0.47	-1.83675	-1.4525	-1.36625	-1.102	-1.48425	-1.613	-1.35375
ABCA3	1.682625	-1.9425	-1.113625	-0.3035	0.051625	2.130375	1.771	1.09325	-2.019	-1.599625	-1.209875
AQP7P2	-0.79875	-0.1515	-0.830666667	0.173666667	-0.27075	-0.691	0.03675	-0.3695	-0.45125	-1.13425	-0.66525
RFT1	-1.46325	-1.117	-1.11225	-1.337	-0.40625	-1.3245	-0.59425	-0.9435	-1.25275	-1.191	-0.59525
TUBGCP2	-0.17275	-0.35775	-1.281	-0.84875	-0.6465	-0.10275	-0.3595	0.1725	-0.072	-0.24725	-0.63525
DCC1	-1.8565	-0.262	-0.4665	0.539	0.32125	-0.415	-2.5305	-0.9165	-1.339	-0.90125	-0.155
TUBGCP4	-0.0465	-0.761	-1.142166667	-0.595	-0.509166667	-0.788333333	-1.539333333	-1.150333333	-1.053833333	-0.696666667	-0.521
TUBGCP5	-0.282	-0.948	-0.5365	-0.81125	-0.84075	-0.4795	-0.407	0.061	-0.98425	-0.70525	-0.7035
TUBGCP6	-0.438666667	-0.4655	-0.632666667	-0.6855	-0.34	-0.499166667	-0.29	-0.108166667	-0.919333333	-0.592666667	-0.865666667
SH2D3A	1.104166667	0.9635	0.013166667	-0.498333333	0.533833333	2.758	1.995333333	1.730166667	1.261166667	0.666833333	0.825666667
TPD52	0.845416667	0.014083333	0.49525	0.577083333	1.833416667	0.525333333	0.621833333	0.282416667	0.45975	0.036416667	0.172916667
H2BFS	-0.434	-0.45075	0.92625	-0.479	0.11525	-0.3105	-1.76475	-1.59975	-0.28075	-0.19325	0.04075
LUC7L	-1.3375	-1.3605	-3.187	-0.71125	-2.54975	-0.26025	-1.4575	-1.3185	-1.6535	-0.663	-1.4775
MT2A	-1.1685	-0.686	-1.848	-0.566	-1.9675	-1.4585	-1.2015	0.166	0.8915	-1.835	-0.9715
ZNF491	-0.1655	-0.2505	0.829	-0.4805	-0.124	-0.49	0.521	-0.2225	-0.362	-1.009	-0.3655
PSMD5	0.5755	-0.1635	-0.72	-0.309666667	-0.156333333	-0.356333333	0.343666667	-0.562333333	-0.0575	-0.370166667	0.091833333
PSMD4	-0.685	-0.3125	-1.139	-0.2235	-0.415	-0.8915	-0.7635	-0.384	-0.85	-0.4345	-1.0335
PSMD7	-0.210444444	0.580222222	-0.104888889	0.269	-0.258222222	-0.222666667	-0.948	-0.519444444	0.106111111	-0.342222222	0.250111111
FLAD1	0.277666667	0.47	0.4465	0.071666667	-0.065166667	0.499333333	0.3775	0.404333333	0.399166667	1.530833333	1.203333333
PSMD1	0.5299	-0.9408	-1.0808	-0.8933	-0.0023	-0.4492	-1.0198	-0.4558	-0.3714	-0.1418	-1.0974
PSMD3	-0.24875	-0.952125	-0.063	-1.201875	-1.044	-1.18575	-1.231125	-0.94575	-1.13125	-0.048	-1.140625
PSMD2	1.218181818	0.303454545	0.765636364	-1.01	0.114181818	-0.420818182	-1.226454545	-0.542363636	0.277	1.271	0.133
PAMCI	2.7805	1.775	2.774166667	0.928	3.235	0.615333333	-0.092333333	-1.258166667	0.828	2.4725	1.8395
AUP1	-0.4035	-0.08375	-0.37175	0.179	-0.87025	-0.309	0.1785	-0.27075	0.20025	-0.024	-0.27525
ZNF18	0.20175	0.949	0.34375	-0.55425	0.3915	-0.32475	-0.05275	0.4315	-0.00725	1.31625	0.1235
RTP3	-0.6415	-0.2235	-0.966	0.3675	0.245	0.596	-1.588	-0.7335	-0.856	1.0565	-0.157
RTP1	0.851833333	-0.388166667	4.821666667	0.179833333	0.569833333	0.389	-0.169166667	-0.03	-0.0985	0.1255	-0.184666667
ZNF14	0.114	0.39325	0.48825	-0.115	1.615	0.84875	0.65	0.00025	0.61075	-0.8825	1.28725
ZNF16	1.025	-0.9575	-0.365	0.267	0.1805	0.5355	0.514	0.1505	1.1525	0.1385	0.111
